time,students,temperature,appliances,humidity,day_of_week,is_weekend,num_classes,random_noise,building_color_code,id_number,energy
19,407,30.73,11,58.52,4,0,2,0.33,765.75,227.06,1271.36
1,73,16.96,21,25.83,6,1,5,-1.7,477.86,230.05,465.27
5,299,36.83,24,48.78,4,0,1,1.46,739.52,228.68,1199.29
21,58,37.96,45,46.28,6,1,3,1.68,323.44,230.11,977.53
10,295,16.61,24,38.25,2,0,2,-0.74,799.24,232.48,898.52
15,373,21.82,26,70.45,3,0,1,1.18,576.06,232.11,1227.25
15,149,35.29,32,54.68,1,0,7,-0.56,578.81,235.24,1180.83
0,337,33.74,44,25.87,5,1,5,0.19,363.33,235.68,1263.5
8,229,19.56,11,35.47,1,0,1,-0.82,470.87,236.47,820.27
5,272,20.13,5,68.03,2,0,6,2.21,588.58,236.64,840.4
15,443,24.35,36,25.72,5,1,5,-0.3,531.87,237.86,1272.31
2,301,27.12,17,79.6,4,0,3,0.12,745.74,239.36,1120.81
19,197,30.5,34,54.93,0,0,7,-0.69,314.21,240.19,1170.93
3,493,24.28,27,54.28,2,0,9,1.86,670.97,240.99,1512.03
18,145,26.59,23,61.77,2,0,9,1.9,477.67,242.19,911.7
2,308,33.88,36,77.99,3,0,9,1.65,491.12,242.72,1594.81
18,374,15.97,34,44.24,1,0,2,0.95,549.62,245.2,1195.87
19,53,21.4,33,67.31,2,0,3,-0.62,461.55,245.46,919.04
6,65,32.86,49,59.78,2,0,7,0.84,974.71,246.15,1084.85
19,329,37.43,33,38.53,4,0,5,0,560.85,247.1,1421.65
8,386,27.8,34,81.44,4,0,2,1.31,822.87,248.4,1464.32
0,294,28.31,20,75.54,5,1,3,1.11,823.96,248.08,1069.41
7,307,17.72,44,66.03,6,1,6,-0.64,322.59,252.23,1167.57
6,433,26.25,23,79.9,6,1,7,0.96,223.34,250.31,1315.45
17,210,28.29,22,80.9,0,0,9,0.69,688.27,252.98,1257.19
7,387,21.05,5,69.41,6,1,1,-2.77,577.66,253.34,1065.18
0,202,21.82,18,78.44,3,0,7,0.81,895.83,253.7,968.42
10,444,24.44,6,68.93,0,0,8,-0.44,381.88,254.23,1423.45
17,228,15.65,32,67.24,5,1,3,-0.89,256.52,257.51,916.84
22,213,22.84,34,63.7,4,0,4,-0.85,853.17,256.68,1194.29
9,429,20.19,42,72.75,6,1,6,-0.16,312.6,257.39,1460.2
2,82,23.27,8,31.38,1,0,7,0.5,286.92,257.83,605.15
6,465,17.95,5,81.22,4,0,4,-1.36,513.39,260.08,1147.16
15,494,37.43,12,81.41,3,0,8,0.18,777.06,262.01,1677.3
15,228,29.82,33,22.02,4,0,5,0.57,789.84,263.71,1093.96
19,475,31.96,43,77.56,3,0,1,1.86,644.08,263.76,1593.87
16,150,34.75,7,29.07,3,0,4,-1.07,142.38,264.76,798.73
1,314,27.47,36,43.99,3,0,3,-0.36,404.02,265.03,1156.04
0,371,17.3,14,72.26,5,1,9,0.28,440.19,267.2,1113.18
15,112,28.47,14,31.5,3,0,8,1.14,408.2,266.93,900.86
11,470,29.62,23,77.31,3,0,1,-0.29,172.71,268.72,1454.43
4,215,33.71,38,78.19,1,0,6,1.22,373.79,269.36,1283.01
4,378,25.78,37,55.41,0,0,9,-1.93,274.48,268.3,1397.83
22,92,18.31,27,20.17,2,0,7,-1.25,995.57,270.91,872.2
8,91,22.05,32,40.12,0,0,4,0.36,757.63,272.58,886.3
8,335,23.98,36,63.48,3,0,1,-1.41,375.23,272.87,1248.37
2,444,31.07,11,88.79,1,0,2,-1.17,935.42,275.14,1321.74
18,61,29.32,33,64.01,4,0,5,-0.54,718.86,274.26,918.08
15,145,23.83,12,37.87,1,0,5,0.77,752.89,276.74,814.3
15,352,39.68,5,64.27,3,0,8,-1.89,963.91,277.7,1278.16
2,435,30.14,7,57.77,1,0,6,0.16,883.52,278.02,1260.66
19,302,21.02,28,74.74,6,1,8,1.02,958.38,278.01,1094.47
23,290,17.46,27,27.48,1,0,2,-0.2,384.77,280.44,941.95
21,82,18.79,12,72.82,3,0,3,-0.37,826.41,281.38,709.37
23,264,21.2,41,57.89,5,1,6,0.39,990.19,282.69,1157.02
0,389,19.06,7,87.72,6,1,3,-0.19,369.85,283.92,967.03
23,139,19.63,37,43.51,1,0,6,1.4,167.55,285.08,1015.82
19,311,22.08,32,64.46,2,0,6,-1.1,583.18,286.36,1290.57
10,142,19.39,12,84.94,2,0,2,-0.05,345.63,286.37,804.26
16,459,37.41,38,27.32,1,0,7,0.22,256.24,287.44,1613.85
7,139,17.02,39,85.79,5,1,2,-0.4,143.58,287.97,821.38
3,465,28.13,36,68.07,4,0,6,-2.87,553.14,288.09,1625
5,165,25.3,28,24.45,3,0,1,-0.16,301.21,290.42,813.25
7,153,39.55,18,41.01,2,0,3,0.9,759.42,290.49,940.06
19,440,17.81,36,69.36,4,0,2,0.79,225.12,291.61,1403.95
2,244,24.9,47,24.77,1,0,7,0.35,101.1,292.39,1183.01
15,363,39.33,20,60.98,4,0,4,-1.09,855,295.14,1329.38
2,165,36.59,8,43.84,6,1,8,0.41,955.98,295.35,774.34
17,122,35.43,41,63.4,0,0,6,-0.56,736,296.6,1156
13,463,21.52,25,23.31,2,0,4,0.36,290.36,297.86,1349.96
17,423,19.21,18,81.2,1,0,5,0.13,674.57,298.23,1279.29
1,467,31.67,35,88.16,3,0,9,-0.97,618.1,298.9,1655.37
21,265,38.25,22,87.78,5,1,7,-0.89,540.81,299.49,1319.17
6,213,35.12,19,20.82,3,0,7,-0.92,259.26,0.39,916.77
19,259,22.06,15,25.79,2,0,2,0.09,320.45,-0.36,917.1
14,493,19.42,12,34.08,2,0,7,1.61,369.42,3.04,1371.6
10,217,33.78,30,21.82,3,0,5,-0.29,727.76,5.75,1018.45
7,209,35.11,49,32.9,4,0,5,1.32,951.98,4.56,1299.05
20,118,39.82,48,61.2,3,0,6,-1.22,499.78,5.54,1338.4
6,336,25.31,9,49.46,6,1,9,-0.54,278.09,7.29,968.36
18,445,24.17,10,82.45,4,0,6,-1.4,717.77,9.52,1413.47
22,328,34.41,30,77.49,2,0,8,0.07,829.14,10.39,1516.27
10,355,23.48,8,43.74,0,0,7,0.79,305.5,9.11,1141.97
10,450,38.21,23,37.94,5,1,9,0.08,683.53,11.76,1395.89
23,434,36.45,24,46.32,6,1,4,1.22,661.12,12.67,1399.14
20,439,25.75,37,61.29,6,1,2,-0.75,936.44,11.59,1277.43
3,184,33.73,24,39.1,2,0,7,0.22,911.55,14.53,902.54
7,244,33.86,16,63.48,2,0,6,-0.53,329.41,14.2,1122.71
23,451,17.5,5,48.7,1,0,1,0.36,795.73,15.39,1187.39
2,177,37.36,30,58.69,6,1,9,0.51,719.83,16.84,1102.86
21,80,27.58,18,50.76,1,0,9,0.57,694.02,18.9,928.24
20,226,35.6,42,40.75,1,0,2,-1.07,949.43,18.98,1244.82
1,491,22.94,41,86.3,5,1,3,-0.9,350.96,18.83,1380.36
23,421,37.35,15,73.37,1,0,5,-0.69,972.6,21.68,1477.3
11,421,24.72,40,30.14,4,0,5,-0.25,535.89,21.58,1443.77
5,71,15.35,17,80.71,3,0,1,0.11,637.75,24.41,573.98
1,287,37.71,47,54.02,0,0,8,0.7,296.69,23.69,1504.85
20,206,17.33,7,82.83,2,0,8,-0.84,791.56,24.02,979.2
0,85,23.03,37,76.29,4,0,4,-1.6,611.63,26.96,906.5
11,278,38.71,10,49.79,0,0,7,2.16,171.98,29.59,1232.9
21,415,38.7,14,21.66,6,1,3,-1.14,737.3,28.06,1196.12
11,100,29.35,9,38.87,6,1,6,0.83,499.15,29.92,708.25
16,486,30.93,27,58.06,6,1,9,0.03,773.21,30.28,1501.1
9,314,26.1,14,64.24,4,0,1,0.26,860.36,30.63,1058.11
15,333,22.34,48,37.97,4,0,5,-0.01,300.55,30.94,1322.08
14,78,23.29,6,29.88,2,0,4,-0.39,246.21,33.58,549.76
14,275,31.8,17,78.31,3,0,8,0.45,569.92,34.43,1261.92
18,327,33.87,44,88.97,1,0,1,-0.44,753.28,34.66,1353.77
11,333,34.78,6,56.67,6,1,9,1.18,298.77,36.62,1128.89
22,147,34.76,24,31.76,5,1,6,0.57,523.21,35.33,855.61
19,335,17.36,5,39.23,3,0,4,0.6,765.79,35.9,1011.61
2,416,27.26,41,21.19,5,1,9,-0.5,591.35,38.69,1422.62
4,499,16.45,13,84.02,2,0,5,-0.25,988.03,40.51,1246.49
18,367,28.66,21,28.25,2,0,5,-1.19,993.14,41.01,1276.75
6,351,26.22,13,60.4,2,0,5,-0.35,247.7,42.28,1201.72
20,195,37.07,15,39.24,0,0,1,-1.02,414.67,42.46,1038.89
8,52,23.71,19,58.77,5,1,1,1.31,265.35,44.67,557.7
6,83,18.02,28,65.54,3,0,8,0.05,410.36,45.05,889.87
17,241,18.58,42,77.82,3,0,8,0.17,118.56,44.55,1242
3,100,34.03,39,34.54,4,0,6,-0.23,178.37,47.77,1010.43
13,67,30.46,34,20.68,4,0,4,0.18,677.49,47.81,835.39
17,221,17.49,35,29.67,6,1,2,2.48,228.37,50.03,828.11
8,268,16.99,9,83.25,4,0,2,-0.29,694.69,49.7,892.75
20,207,32.42,48,81.29,2,0,9,-0.65,828.43,49.63,1481.48
1,95,16.84,18,62.05,3,0,5,0.53,406,52.76,748.8
19,422,35.56,15,62.13,5,1,4,-2.54,465.9,52.24,1323.67
14,56,32.73,13,66.52,2,0,1,0.07,957.98,55,776.13
6,147,17.08,38,32.01,0,0,7,-0.39,953.85,54.84,973.05
11,429,17.03,16,84.05,4,0,3,-1.01,483.22,56.05,1384.14
7,281,39.57,39,49.04,2,0,6,0.5,540.22,56.67,1274.28
14,85,24.25,39,46.97,2,0,5,0.05,525.15,56.84,906.61
2,328,24.08,5,56.53,0,0,5,-1.79,260.98,58.43,1088.59
13,398,35.24,44,23.14,1,0,5,-0.65,281.22,61,1492.54
16,351,38.73,26,31.66,3,0,1,-2.89,726.08,60.95,1337.7
3,231,39.66,33,71.68,5,1,1,0.29,809.38,60.61,1099.88
17,142,33.98,12,25.47,6,1,3,0.28,992.43,62.29,876.77
7,149,24.24,15,62.02,1,0,4,-0.8,588.22,64.52,759.61
3,236,17.15,45,37.08,4,0,5,0.55,421.49,64.6,1143.08
1,167,34.46,41,47.02,2,0,2,-1.3,699.75,66.45,1164.14
5,237,29.09,18,40.04,0,0,8,-0.97,386.02,67.81,1002.48
21,303,25.6,34,44.91,0,0,2,0.4,695.06,68.01,1261.07
9,466,37.57,39,70.69,3,0,9,-0.68,762.3,68.14,1693.02
3,212,17.75,25,40.59,1,0,2,-0.08,670.79,69.82,828.73
21,304,27.31,41,59.44,6,1,9,-0.57,673.7,71.69,1351.12
17,375,15.35,9,53.55,3,0,7,-0.4,452.52,70.89,966.91
11,177,26.55,23,66.25,2,0,8,-0.37,128.31,73.58,1091.38
1,66,16.4,18,85.07,3,0,2,-0.71,142.92,75.09,631.1
9,330,18.07,30,71.48,5,1,7,0.3,780.75,75,1232.65
3,273,17.94,8,35.1,0,0,6,-0.63,522.09,76.62,894.4
13,103,31.18,29,22.75,0,0,4,0.01,691.62,77.47,1025.65
15,108,33.63,49,38.42,4,0,7,-0.72,275.9,77.67,1186.18
14,372,29.56,46,61.34,4,0,4,-1.54,625.61,77.9,1489.18
7,410,38.99,29,23.58,6,1,2,0.91,710.46,79.67,1252.33
13,223,24.45,22,54.87,2,0,7,0.49,594.64,82.36,1038.61
22,331,22.25,44,61.89,5,1,8,2.3,296.93,81.99,1226.94
7,164,36.72,12,43.31,1,0,2,-1.05,713.41,82.73,854.16
20,338,20.67,43,74.13,3,0,5,-0.21,677.49,83.45,1280.39
15,479,39.05,44,27.38,6,1,1,-0.12,943.61,84.92,1538.54
12,393,15.18,18,25.34,2,0,7,0.98,954,86.43,1061.03
17,201,39.24,36,71.11,4,0,8,-0.51,619.91,87.8,1313.35
14,499,16.04,42,54.53,3,0,6,-1.18,617.58,86.65,1506.83
20,177,37.27,37,68.36,4,0,5,1.21,125.54,89.72,1256.89
23,204,28.18,27,50.47,3,0,6,-0.33,212.79,90.67,1136.27
12,435,39.9,19,37.39,1,0,2,0.88,152.93,90.24,1448.01
8,323,16.9,37,77.56,2,0,1,0.76,166.91,93.31,1129.04
14,151,28.75,29,75.82,3,0,7,-0.02,939.97,93.59,1138.31
12,468,39.22,21,68.91,5,1,7,-0.16,196.43,93.61,1661.57
0,443,28.15,37,39.02,6,1,2,-0.39,243.06,95.43,1276.9
6,348,30.73,6,61.69,0,0,2,-0.01,981,95.97,1061.32
8,293,32.35,18,45.31,5,1,1,0.87,533.05,97.63,916
23,224,26.35,44,26.14,5,1,8,-0.81,732.39,98.93,1165.65
0,88,30.68,44,84.15,6,1,8,0.13,779.38,97.8,964.66
11,218,29.67,43,29.71,0,0,1,-1.11,181.16,97.83,1116.86
7,296,37.47,10,86.66,5,1,8,-1,690.3,101.26,1175.02
23,78,16.19,10,51.08,3,0,9,-0.04,444.58,100.64,621.2
10,403,22.01,7,32.63,3,0,4,-1.96,397.62,101.86,1076.37
18,355,38.77,11,58.1,3,0,1,2.05,670.69,103.45,1299.11
16,459,37.3,12,80.83,0,0,1,-1.21,747.49,105.16,1399.07
7,457,26.43,46,71.06,5,1,3,-0.03,713.77,104.95,1416.93
2,60,30.61,19,76.37,0,0,5,1.16,796.72,107.13,729.46
2,364,21.96,33,66.33,3,0,5,-0.85,342.17,107.41,1160.4
0,442,19.66,37,68.51,6,1,9,-2.3,928.63,107.67,1419.97
4,361,26.6,34,79.26,5,1,2,-0.46,659.98,109.5,1184.56
9,84,23.93,43,37.19,5,1,2,-0.86,132.76,109.86,819.94
6,221,29.48,31,54.28,4,0,6,-2.29,487.2,111.64,1232.85
8,71,16.96,40,35.43,4,0,9,0.28,377.45,112.59,939.96
6,368,39.37,33,89.3,1,0,1,0.2,631.92,114.37,1408.8
8,311,39.74,42,86.02,2,0,9,1.16,253.11,114.92,1598.51
7,448,32.41,37,22.45,4,0,9,-1.12,478.79,117.25,1517.3
11,192,28.38,41,69.16,0,0,9,-1.61,168.97,116.08,1234.59
1,422,22.76,31,84.85,4,0,5,-0.42,979.19,116.9,1401.24
0,192,35.33,37,32.36,1,0,9,-0.09,988.24,118.91,1132.24
15,141,32.28,8,60.06,5,1,4,0.93,315.2,119.41,637.2
22,402,19.13,26,84.27,1,0,2,1.41,755.59,120.41,1267.75
22,370,37.72,6,22.61,5,1,6,1.22,479.07,123.41,1141.55
23,336,35.53,14,68.78,6,1,4,0.27,841.3,123.77,1297.32
4,264,38.7,9,40.91,6,1,6,0.81,313.1,122.74,947.88
2,496,33.2,14,84.65,5,1,3,-0.65,176.65,124.06,1356.77
11,393,30.3,37,87.77,2,0,6,0.16,823.16,126.16,1526.93
7,99,25.39,42,86.06,4,0,2,-1.2,728.15,127.67,1063.3
21,201,38.34,17,53.23,0,0,2,0.04,705.71,127.55,1147.69
2,236,36.62,35,80.18,0,0,9,0.09,881.52,129.14,1417.5
0,111,15.97,40,79.38,3,0,7,1.71,483.07,130.12,845.15
2,239,15.73,49,42.31,5,1,3,-0.24,783.79,130.98,968.95
4,176,24.36,28,78.31,0,0,1,0.09,153.32,133.23,971.22
14,199,35.23,19,22.59,2,0,8,0.24,894.21,133.71,1099.84
13,361,39.64,33,61.69,5,1,6,-0.47,128.16,133.2,1453.17
2,107,18.75,12,35.99,2,0,7,-0.82,978.02,134.89,672.2
0,390,29.76,9,28.14,0,0,9,1.28,543.87,135.8,1146.31
4,352,24.62,33,25.19,0,0,5,-1,167.25,136.37,1114.77
22,230,39.31,8,68.51,3,0,1,-1.34,858.46,137.88,1026.52
13,218,36.05,16,43.99,0,0,7,0.68,353.66,137.84,1276.64
6,375,35.99,49,70.94,5,1,5,1.16,997.58,139.37,1452.27
8,322,26.75,6,24.44,6,1,3,-0.44,139.86,140.13,726.43
14,104,25.37,31,42.08,5,1,9,-0.41,199.88,142.26,935
14,492,21.82,35,57.66,5,1,1,0.28,655.57,143.07,1396.76
9,150,16.42,40,75.4,3,0,1,-0.72,322.53,144.61,1005.56
12,313,36.84,40,42.71,3,0,1,-0.77,873.27,145.3,1346.73
18,101,35.3,30,63.8,0,0,3,0.87,777.53,144.8,1072.84
6,109,40.01,47,82.1,1,0,6,0.59,536.85,146.31,1364.05
16,156,39.74,31,62.88,1,0,3,1.31,891.88,147.55,1103.6
19,54,28.88,9,36.69,3,0,8,-1.27,697.78,149.06,706.46
3,151,34.18,24,21.69,0,0,2,-0.5,478.03,149.7,793.76
4,244,38.72,15,80.76,1,0,9,0.26,276.68,151.31,1220.96
22,311,36.31,14,21.39,0,0,3,-0.94,527.02,151.14,1238.74
6,417,21.11,44,81.08,0,0,5,0.63,811.25,153.43,1510.94
12,421,26.24,42,56.65,0,0,8,1.24,404.1,154.08,1591.39
14,399,18.26,10,85.51,4,0,2,-0.6,878.61,154.85,1027.26
10,97,38.8,12,76.06,5,1,6,0.02,606.77,156.74,807.62
3,404,30.13,27,89.91,0,0,5,1.46,364.65,157.42,1306.83
12,360,20.59,30,44.44,4,0,9,1.79,682.4,156.56,1383.72
6,472,31.77,47,73.65,3,0,5,0.73,99.75,159.14,1776.24
18,355,30.59,16,48.35,1,0,2,0.59,603.18,158.26,1240.52
21,193,23.98,30,53.38,5,1,5,-0.84,571.84,160.44,925.92
1,318,17.8,17,63.75,6,1,4,0.36,391.74,162.16,994.77
9,419,31.77,44,80.98,1,0,7,0.57,259.88,163.31,1632.3
12,169,27.91,22,89.09,5,1,6,-0.21,585.15,164.59,902.27
20,155,34.34,29,73.67,6,1,2,-0.6,693.94,164.05,936.6
5,208,27.94,37,49.01,1,0,5,-1.29,174.83,165.57,1083.48
11,198,36.16,44,48.96,5,1,7,-1.74,664.57,166.44,1205.58
11,195,28.72,47,71.67,1,0,7,-1.95,660.76,169.34,1280.97
19,170,28.91,16,36.64,1,0,5,0.58,334.72,170.27,860.83
10,369,36.96,48,27.47,6,1,9,0.15,203.36,170.89,1564.01
22,323,25.09,40,45.06,1,0,4,-0.48,310.24,172.18,1329.1
6,140,18.31,8,39.87,1,0,3,-0.32,651.56,171.31,588.52
0,108,15.67,9,40.68,6,1,4,0.21,926.77,171.88,513.42
0,487,33.88,41,36.44,3,0,5,-0.16,566.1,174.53,1497.76
19,395,30.46,12,23.04,0,0,6,-1.34,558.97,175.08,1154.99
12,278,32.5,46,21.5,2,0,3,0.91,365.05,173.94,1348.86
8,167,20.25,32,88.87,4,0,2,0.3,482.57,176.7,1082.09
2,367,18.46,35,49.89,2,0,4,0.27,872.22,177.2,1177.74
6,327,15.31,13,47.14,2,0,5,0.84,950.61,179.97,968.41
5,176,23.8,33,67.84,5,1,4,-0.79,483.64,179.97,839.35
7,445,29.75,18,35.15,0,0,3,1.22,978.09,181.86,1267.96
8,445,24.77,44,86.37,5,1,8,-0.13,356.23,182,1516.12
4,176,25.89,45,75.03,0,0,4,0.88,381.62,183.03,1129.93
0,108,37.54,26,26.37,6,1,2,0.74,727.55,184.91,762.27
18,171,23.71,15,49.02,6,1,2,-1.07,971.91,185,675.6
9,50,27.76,27,81.52,0,0,1,0.51,136.04,186.47,777.17
11,286,34.63,5,85.99,1,0,4,0.34,584.68,187.17,1019.12
23,340,24.89,41,52.71,3,0,9,0.03,321.62,187.3,1459.79
14,146,30.68,25,63.32,1,0,7,-0.1,227.33,189.75,1055.84
21,172,36.58,30,31.45,3,0,7,-0.08,618.49,188.28,1188.4
23,166,38.63,40,89.72,5,1,7,0.81,711.15,188.51,1306.71
8,99,18.72,27,36.47,3,0,8,0.59,987.2,192.27,874.16
19,136,38.08,5,86.04,5,1,1,0.04,786.08,193.29,727.63
16,287,27.3,44,65.81,6,1,8,-1.48,717.29,193.53,1233.93
16,420,21.55,19,62.7,2,0,4,0.5,713.37,193.78,1314.06
19,434,26.57,25,55.83,6,1,4,0.72,359.05,195.04,1181.4
11,321,39.48,13,36.24,6,1,4,2.31,469.89,196.41,1098.4
6,237,27.33,13,32.36,2,0,6,1.07,856.31,197.95,879.1
1,241,23.18,14,35.44,3,0,7,-1.89,884.97,197.9,1015.47
2,496,30.86,30,33.02,3,0,6,0.07,642.96,199.87,1504.04
16,116,21.11,45,74.51,5,1,1,1.81,746.97,200.19,883.32
4,327,16.86,39,44.59,1,0,8,0.63,621.1,200.21,1314.27
16,397,18.23,29,23.81,5,1,7,0.32,912.94,203.99,1116.38
23,297,18.19,30,87.88,1,0,6,0.9,986.55,204.08,1225.65
16,124,18.86,15,81.86,6,1,6,-0.62,114.69,204.94,683.97
16,205,18.46,42,84.56,2,0,5,0.49,225.84,205.95,1126.22
1,193,30.95,6,89.41,6,1,6,-0.27,673.71,207.28,858.97
1,484,19.53,11,32,0,0,9,-0.02,207,207.21,1285
21,135,23.68,22,47.89,3,0,9,0.83,986.12,208.73,1053.17
22,233,37.53,31,72.97,1,0,8,-0.92,632.36,209.74,1279.41
4,334,26.86,38,68.7,5,1,9,1.31,772.04,209.76,1297.66
0,266,31.65,31,30.92,2,0,8,-0.43,370.33,211.8,1119.33
0,117,19.2,21,76.95,1,0,8,0.25,260.2,212.5,840.15
18,97,19.75,47,35.8,5,1,1,-1.42,360.97,214.57,936.94
1,145,15.99,48,35.63,3,0,5,0.71,197.2,213.73,949.45
20,287,19.13,28,57.79,6,1,4,1.45,604.83,215.59,1099.32
11,493,21.97,29,61.62,3,0,2,-0.51,837.24,216.69,1531
5,251,19.39,11,60.61,4,0,8,-1.13,669.39,216.6,1037.88
22,448,17.18,10,26.47,0,0,3,0.27,349.33,219.81,1127.67
3,264,17.99,28,81.58,4,0,4,1.46,737.29,219.77,988.85
22,481,26.44,37,38.44,2,0,7,-1.46,893.16,221.29,1608.47
10,390,20.23,33,29.26,1,0,9,-1.11,936.04,222.46,1308.31
23,87,24.25,47,82.44,2,0,2,-0.45,633.17,223.17,978.6
16,148,27.57,26,86.79,6,1,3,-0.83,233.18,224.92,937.58
5,339,32.17,30,80.47,5,1,4,-0.82,453.46,225.26,1249.31
23,302,15.97,32,76.99,3,0,1,-2.09,294.18,225.36,1267.11
4,272,34.98,25,65.72,4,0,7,0.58,890.78,228.26,1225.02
19,407,30.64,11,58.51,4,0,2,0.33,762.19,228.98,1273.73
1,73,17.09,21,26.23,6,1,5,-1.69,479.68,230.04,466.46
5,298,36.82,24,48.26,4,0,1,1.46,748.28,230.74,1207.41
21,59,38.01,45,46.13,6,1,3,1.69,324.54,230.97,979.3
10,293,16.66,24,38.06,2,0,2,-0.75,796.72,232.26,900.17
15,374,21.95,26,70.55,3,0,1,1.16,581.27,233.58,1221.62
15,151,35.09,32,55.03,1,0,7,-0.56,576.18,234.15,1179.98
0,339,33.83,44,25.79,5,1,5,0.18,363.78,233.48,1263.79
8,229,19.64,11,35.49,1,0,1,-0.86,472.43,235.73,820.65
5,275,20.22,5,67.87,2,0,6,2.2,581.61,237.3,837.7
15,443,24.29,36,25.32,5,1,5,-0.3,532.26,238.5,1268.89
2,300,27.12,17,79.38,4,0,3,0.13,744.69,238.17,1124.15
19,198,30.43,34,54.41,0,0,7,-0.7,313.96,240.1,1174.96
3,492,24.12,27,53.49,2,0,9,1.86,665.41,240.85,1518.1
18,147,26.53,23,61.43,2,0,9,1.88,478.82,241.15,911.55
2,304,33.75,36,77.59,3,0,9,1.64,498.18,242.71,1590.68
18,373,16.09,34,44.21,1,0,2,0.95,553.32,244.63,1192.46
19,54,21.42,33,67.55,2,0,3,-0.62,467.17,244.29,920.45
6,67,32.69,49,59.8,2,0,7,0.8,974.43,244.7,1088.3
19,329,37.36,33,39.01,4,0,5,-0.02,558.38,248.57,1429.59
8,384,27.82,34,81.31,4,0,2,1.31,823.39,248.75,1457.29
0,297,28.26,20,75.76,5,1,3,1.12,828.44,250.47,1069.04
7,306,17.77,44,66.14,6,1,6,-0.64,325.55,249.09,1165.92
6,433,26.28,23,79.97,6,1,7,0.94,232.6,249.3,1313.55
17,207,28.42,22,80.86,0,0,9,0.65,688.39,253.82,1256.66
7,389,21.23,5,69.55,6,1,1,-2.78,575.2,253.53,1063.67
0,200,21.75,18,78.61,3,0,7,0.8,899.41,255.63,971.22
10,446,24.41,6,69.15,0,0,8,-0.44,377.31,254.41,1424.83
17,228,15.47,32,67.9,5,1,3,-0.88,256.47,254.96,916.37
22,210,22.98,34,63.35,4,0,4,-0.85,859.73,256.55,1199.27
9,427,20.4,42,72.32,6,1,6,-0.13,315.67,256.54,1458.94
2,80,23.26,8,31.32,1,0,7,0.47,285.2,258.98,606.65
6,468,17.94,5,81.83,4,0,4,-1.36,513.72,260.18,1150.27
15,496,37.24,12,81.12,3,0,8,0.2,775.99,260.56,1674.82
15,229,29.84,33,21.95,4,0,5,0.58,790.24,261.97,1089.08
19,478,31.99,43,77.87,3,0,1,1.85,643.9,263.14,1591.07
16,150,34.68,7,29.01,3,0,4,-1.06,144.1,261.44,806.8
1,316,27.47,36,43.56,3,0,3,-0.34,409.94,266.59,1151.93
0,370,17.1,14,72.21,5,1,9,0.26,439.81,266.82,1113.62
15,113,28.45,14,31.36,3,0,8,1.14,409.62,266.57,894.33
11,466,29.68,23,76.94,3,0,1,-0.32,169.26,268.25,1449.42
4,220,33.73,38,78.19,1,0,6,1.2,381.74,269.25,1284.99
4,379,25.81,37,55.74,0,0,9,-1.93,281.07,270.12,1401.17
22,92,18.14,27,20.58,2,0,7,-1.25,992.26,271.34,866.08
8,94,22.12,32,39.99,0,0,4,0.35,758.32,272.12,883.77
8,334,24.08,36,62.92,3,0,1,-1.42,370.74,274.36,1248.18
2,446,30.94,11,88.56,1,0,2,-1.18,939.95,274.48,1327.91
18,60,29.25,33,64.11,4,0,5,-0.53,719.06,274.95,919.36
15,144,23.91,12,38.05,1,0,5,0.77,750.51,276.79,815.84
15,351,39.55,5,64.5,3,0,8,-1.91,962.02,276.72,1281.28
2,438,30.24,7,57.5,1,0,6,0.17,879.64,278.41,1254.56
19,302,20.93,28,74.49,6,1,8,1.04,958.66,280.79,1095.33
23,292,17.58,27,27.31,1,0,2,-0.17,387.62,280.89,942.06
21,87,18.81,12,73.22,3,0,3,-0.37,828.35,281.1,707.95
23,265,21.17,41,57.71,5,1,6,0.4,992.38,281.03,1157.17
0,386,18.98,7,87.37,6,1,3,-0.2,371.28,281.82,962.29
23,138,19.52,37,43.69,1,0,6,1.37,160.11,284.08,1019.89
19,314,21.98,32,64.17,2,0,6,-1.11,584.23,285.04,1289.87
10,144,19.2,12,85.37,2,0,2,-0.05,351.89,286.18,802.9
16,458,37.36,38,27.25,1,0,7,0.2,253.78,285.68,1611.48
7,140,17.01,39,85.72,5,1,2,-0.37,146.02,288.03,824.52
3,467,28.17,36,68.21,4,0,6,-2.88,552.76,288.94,1631.95
5,165,25.23,28,24.92,3,0,1,-0.18,298.54,289.56,818.9
7,153,39.62,18,41.12,2,0,3,0.89,759,288.88,935.98
19,443,17.8,36,69.52,4,0,2,0.78,223.13,290.81,1406.68
2,245,24.93,47,24.69,1,0,7,0.35,98.5,294.56,1184.05
15,363,39.22,20,60.69,4,0,4,-1.1,855.62,293.21,1334.03
2,164,36.56,8,44.18,6,1,8,0.38,950.09,293.82,768.76
17,126,35.39,41,63.47,0,0,6,-0.59,739.51,295.31,1152.65
13,461,21.43,25,23.31,2,0,4,0.33,291.81,296.49,1349.38
17,424,19.32,18,80.86,1,0,5,0.11,678.67,298.92,1285.82
1,470,31.75,35,88.07,3,0,9,-0.97,615.88,299.14,1652.21
21,265,38.13,22,88.04,5,1,7,-0.9,537.25,299.95,1318.49
6,210,34.99,19,21.02,3,0,7,-0.92,261.65,0.71,915.27
19,257,22.02,15,26.4,2,0,2,0.08,319.25,2.53,921.09
14,492,19.34,12,34.59,2,0,7,1.58,368.15,2.09,1374.92
